00:10:01	3.3	3.5	7.1	10.5	9.5	10.5	8.4	7.5	0.5	
01:10:01	3.5	2.7	6.4	10.5	6.8	8.5	8.5	9.5	0.5	
02:10:01	2.3	1.3	51.5	7.5	9.5	7.4	7.5	7.5	0.5	
03:10:01	2.5	5.1	8.3	10.9	9.3	60.5	80.5	7.5	80.5	
04:10:01	4.6	6.5	0.5	8.1	10.5	8.5	7.5	8.3	0.5	
05:10:01	2.8	2.5	7.4	6.5	6.5	7.5	8.5	8.8	0.8	
06:10:01	2.5	6.2	5.1	9.5	8.5	9.5	9.5	6.5	0.3	
07:10:01	2.5	7.2	7.5	10.5	9.1	6.5	6.2	8.8	0.5	
08:10:01	9.3	9.6	1.5	0.9	8.5	1.6	1.5	0.5	1.7	
09:10:01	8.5	6.5	78.9	0.5	8.5	0.5	9.9	1.7	1.8	
10:10:01	9.5	9.5	2.5	9.9	2.8	9.5	0.5	0.5	0.5	
11:10:01	1.5	1.9	5.5	2.5	8.5	9.8	8.5	8.8	2.9	
12:10:01	8.5	8.8	9.8	9.9	2.2	9.5	0.5	0.5	2.9	
13:10:01	9.5	9.5	58.6	2.7	1.5	1.5	1.5	8.5	0.5	
14:10:01	35	8.2	7.7	0.8	0.5	0.6	0.5	2.5	0.5	
15:10:01	1.5	8.4	9.5	1.5	0.5	8.5	2.5	8.4	0.5	
16:10:01	0.2	7.2	2.6	2.5	2.5	9.5	1.5	0.5	9.9	
17:10:01	40.5	9.4	8.3	0.2	8.5	2.3	9.5	0.5	0.5	
18:10:01	5.5	3.5	74.7	4.5	2.3	3.5	2.5	2.5	0.5	
19:10:01	3.5	6.2	1.4	2.5	2.5	1.5	2.5	2.1	2.5	
20:10:01	7.5	4.4	7.6	2.5	1.6	1.5	3.1	4.5	2.6	
21:10:01	7.2	6.3	94.5	2.5	0.2	4.5	0.4	2.5	4.5	
22:10:01	24	8.4	2.5	4.5	2.5	3.5	0.5	1.5	2.5	
23:10:01	5.5	4.5	4.5	2.7	3.5	2.4	2.8	2.5	4.5
